Indicator Name,PSS Insight Indicator #,Data Type,Topic,Definition,Assessment Questions,Purpose and Issues,Preferred Data Sources,Method of Estimation,Proposed Scoring or Benchmarking,Expected Frequency of Data Dissemination,Indicator Reference Number(s),Indicator Source(s),URL
"Existence of a national essential medicines list published within the past five years","PS01","Categorical","Selection","""This indicator monitors existence of an up-to-date Essential Medicines List (EML), it is intended for use with or in place of indicator PS02.""
	""Public sector patient prices: Prices paid by consumers in public sector facilities. This includes the price for the medicine only. Price analysis is not performed if medicines are provided for a fixed fee or if dispensing or appointment fees are applied to the medicine, but the medicine itself is provided free of charge.""
	
	Private sector patient prices: Prices paid by consumers in private sector facilities.
	
	Mission sector patient prices: Prices paid by consumers at mission sector facilities.","Does the country collect this information regularly for a set of tracer medicines?
	""If possible, obtain a copy of their pricing data. If the country does not routinely collect this data, it may be obtained through the methodology referenced in the Cross Reference, below.""","""Medicines account for 20-60% of health spending in low- and middle-income countries (LMICs). Furthermore, up to 90% of the population in LMICs purchase medicines through out-of-pocket payments, making medicines the largest family expenditure item after food. As a result, medicines are unaffordable for large sections of the global population and are a major burden on government budgets. This indicator helps to assess affordability of medicines within the country""
	
	Limitations: These data are collected by WHO and HAI on an irregular basis. Available price data may be out of date. Sample sizes may be limited due to inconsistent disease burdens in participating countries – not all surveyed countries may purchase all of the selected tracer medicines defined by WHO and HAI for the pricing survey.","National surveys of medicine price and availability conducted using a standard methodology developed by WHO and HAI. Data on the price of a specific list of medicines are collected in six geographic or administrative areas in a sample of at least 4 medicine dispensing points per geographic area.
	
	These data are included in the WHO country pharmaceutical profiles: http://www.who.int/medicines/areas/coordination/coordination_assessment/en/index1.html
	
	And are also available here from HAI: http://www.haiweb.org/MedPriceDatabase/
	
	""Countries may also monitor prices on select tracer medicines as part of routine price monitoring systems. If these national data are available, please obtain a copy to supplement and/or update data from WHO.""","","""There is no threshold established in the literature, so countries should set their specific targets but keep the benchmark of countries with well-functioning coverage schemes in mind and monitor trends over time.""
Unit of Measure:	Ratio","Every 3-5 years
Cross References:	MONITORING THE BUILDING BLOCKS OF HEALTH SYSTEMS: A HANDBOOK OF INDICATORS AND THEIR MEASUREMENT STRATEGIES. (See page 64)","","","http://www.who.int/healthinfo/systems/WHO_MBHSS_2010_full_web.pdf
URL:	http://www.cpc.unc.edu/measure/prh/rh_indicators/crosscutting/hss/ratio-of-median-local-medicine-price-to"
"Out-of-pocket expenditure out of total pharmaceutical expenditure","F05","Continuous","Financial Risk Protection","Total pharmaceutical expenditure includes any money spent in the country (from any source) to finance or purchase pharmaceutical products.
	
	""Out-of-pocket expenditure includes any payment made by consumers for pharmaceutical products. This includes payments for the direct sale of medicines, copayments under insurance schemes or for partially subsidized medicines, or payments for pharmaceutical related fees, such as dispensing fees.""
	
	""The indicator should be calculated for the previous calendar year, or the latest year for which data are available.""","What is the last calendar year for which data are available?
	""In the reference year, what is the total amount (in local currency) spent in the country to purchase pharmaceutical products?""
	""In the reference year, what is the total amount (in local currency) spent out of pocket to purchase pharmaceutical products?""","This indicator provides information on the burden of health care financing on households and the level of financial protection prevailing in the country.","National Health Accounts","","""There is no threshold established in the literature, so countries should set their specific targets but keep the benchmark of countries with well-functioning coverage schemes in mind and monitor trends over time.""
Unit of Measure:	Percentage (%)","Annual
Cross References:	The Health System Assessment Approach: A How-To Manual","","","https://www.hfgproject.org/wp-content/uploads/2015/02/HSAA_Manual_Version_2_Sept_20121.pdf"
"At least one national health accounts exercise including pharmaceuticals completed in the past five years.","F06","Categorical","Expenditure Tracking & Monitoring","National Health Accounts (NHA) exercise is an internationally recognized methodology used to track total expenditures in a health system for a specified period of time.
	
	""Data on medicines expenditures can be obtained from National Health Accounts (NHA), which is a systematic, comprehensive, and consistent monitoring of resource flows in a country’s health system for a given period. The NHA is designed to capture the full range of information contained in resource flows and reflects the main functions of health care financing, such as resource mobilization and allocation, pooling and insurance, purchasing of care, and the distribution of benefits.""","When was the last National Health Accounts exercise performed (specify year only)?
	Did the previous NHA exercise include pharmaceuticals?","""Monthly, quarterly, or annually for routine administrative records. A validation exercise should be conducted every 3–5 years against a national population-based or facility-based assessment. In practical terms, the cost of collecting and processing nationally representative data on the health workforce will be marginal for exercises that already include questions on occupation, education, and place of work (e.g. population census or labor force survey).""","National health accounts","Yes/No","""Countries should complete National Health Accounts exercises at least once every five years, and they should track and monitor pharmaceutical expenditures and revenue explicitly, within their system of health accounts.""","Every five years
Cross References:	Monitoring the building blocks of health systems: a handbook of indicators and their measurement strategies","1006","WHO. (2010). Monitoring the building blocks of health systems: a handbook of indicators and their measurement strategies. Geneva: World Health Organization. http://www.who.int/healthinfo/systems/monitoring/en/","WHO. (2010). Monitoring the building blocks of health systems: a handbook of indicators and their measurement strategies. Geneva: World Health Organization. http://www.who.int/healthinfo/systems/monitoring/en/"
"Existence of governing bodies tasked with accreditation of pre- and in-service pharmacy training programs","HR01","Categorical","Human Resource Development","Accreditation requires a review and subsequent granting of formal recognition after meeting certain agreed criteria by the country’s capacity building or learning institution overseeing professional development or education
	
	""Relevant governing body should be defined by individual countries. May include ministerial CPD desk, higher learning accreditation boards, universities and colleges offering specific health related training courses""
	""Pre-service training programs provide instruction to pharmacy and health workers prior to graduation from school, while post-service is defined as training that occurs after graduation.""","Are there governing bodies tasked with accreditation of pre-service pharmacy training programs? (Please record the name of the body/ institution)
	Are there governing bodies tasked with accreditation of in-service pharmacy training programs? (Please record the name of the body/ institution)","Accreditation ensures that educational institutions adhere to defined standards","""Accreditation board annual report, interviews at National Medicines Regulatory Authority (for in-service programs) and/or Ministry of Education (for pre-service programs)""","Yes/No","""Countries should have a body formally charged with the accreditation of pharmacy service training programs, to ensure their quality and standardize elements of pre- and in-service workforce development.""","Annually
Cross References:	Continuing Pharmaceutical Education: Guide to Establishing Quality Assured and Accredited Programs","","","http://siapsprogram.org/publication/continuing-pharmaceutical-education-guide-to-establishing-quality-assured-and-accredited-programs/"
"""Population per licensed pharmacist, pharmacy technician, or pharmacy assistant""","HR02","Continuous","Human Resource Management","Employment in the public sector means that the facilities of employment and the positions are financed through government funding.
	
	Private sector employees are employed by any facilities outside of the public sector.
	
	""For purposes of this indicator, pharmacist is defined as a person holding a university degree in pharmacy, and pharmacy technician is defined as a person who has completed formal course work leading to a certificate or diploma in pharmacy technology. Only these personnel who work full or part-time in the health care system which is surveyed should be counted.""","What is the last calendar year for which data are available?
	""In the reference year, what was the total population in the country?""
	What is the number of licensed pharmacists employed by the public sector in the country?
	What is the number of licensed pharmacy technicians employed by the public sector in the country?
	What is the number of licensed pharmacy assistants employed by the public sector in the country?
	What is the number of licensed pharmacists employed by the private sector in the country?
	What is the number of licensed pharmacy technicians employed by the private sector in the country?
	What is the number of licensed pharmacy assistants employed by the private sector in the country?","This indicator provides information on the level of coverage of the different cadres. Data may not be available by cadre or broken down by sector of employment.","Register with the licensing body/NMRA","","""There is no threshold established in the literature, so countries should set their specific targets but keep the benchmark of countries with well-functioning coverage schemes in mind and monitor trends over time.""
Unit of Measure:	Proportion","Every five years
Cross References:	Rapid Pharmaceutical Management Assessment: an Indicator-Based Approach. (See page 72)","""0838, I1.6.2""","""Wendt, D. (2012). Health system rapid diagnostic tool framework. Operational guide and metrics to measure the strength of priority health system functions. Durham NC: FHI 360. http://www.fhi360.org/sites/default/files/media/documents/Health%20System%20Rapid%20Diagnostic%20Tool.pdf""
	
	""MSH - CPM, University Research Corporation, PAHO, USAID. Rapid Pharmaceutical Management Assessment: an Indicator-Based Approach. Rational Pharmaceutical Management Project, Drug Management Program. July 1995""",""MSH - CPM, University Research Corporation, PAHO, USAID. Rapid Pharmaceutical Management Assessment: an Indicator-Based Approach. Rational Pharmaceutical Management Project, Drug Management Program. July 1995""
"Existence of a policy or strategy that sets standards for collection and management of pharmaceutical information","IM01","Categorical","Information Policy and Data Standardization","""Existence of national policy or strategy that defines clear standards and guidelines for: 1) data collection, 2) data analysis, and 3) reporting procedures to be performed with pharmaceutical data from different sources. The document also defines indicators for data management.""
	
	""Data management is the identification of data sources, collection of data, data analysis, generation of reports, and dissemination of data.""
	
	""Pharmaceutical system indicators typically collect data on product availability, consumption, quality, and movement through the system. This should be combined with patient and provider data, including information on pharmaceutical personnel, prescribing and dispensing, consumption of pharmaceuticals, and medicine safety.""
	
	""It is possible that the standards and indicators assessed in this indicator may be found in different documents, rather than in one document. For the purpose of this indicator, as long as each component is located within any policy or strategy document, mark “yes” for the appropriate assessment question.""","Does a policy or strategy exist to set standards for the pharmaceutical information system?
	Does the policy or strategy set standards for:
	Does the policy or strategy set standards for: Data collection?
	Does the policy or strategy set standards for: Data management?
	Does the policy or strategy set standards for: Reporting procedures?
	Does a national set of indicators for the pharmaceutical system exist?
	Are there specific targets set for each indicator?
	Are data analyzed and reports disseminated at least once per year?","""Clear policies are required for generating reliable pharmaceutical system indicators. Issues: Pharmaceutical indicators may not be separate from health system indicators. In this case, assessors will need to obtain the list of indicators for the health system to determine whether the list contains indicators pertaining to the pharmaceutical system.""","Annual report","Yes/No","""Countries should have a specific policy or strategy that specifies which information regarding pharmaceuticals should be collected, and how this data is to be collected, analyzed, reported, and used.""","Annual","","",""
"""Data on safety, efficacy, and cost effectiveness of medicines available and used to inform essential medicines selection""","IM02","Categorical","Selection","The information on safety and efficacy is critical to make decisions on essential medicines selection. Cost effectiveness should be taken into consideration when choosing between therapeutic alternatives.","""Based on the last meeting’s minutes or documentation of the last discussion on selecting essential medicines, which of the following data were used to inform the discussion and final decision:""
	Safety?
	Efficacy?
	Cost-effectiveness?","""Determining the safety and efficacy of specific pharmaceutical products requires access to relevant, up-to-date, and unbiased information, such as summaries of relevant clinical guidelines, systematic literature reviews, important references, and quality assurance standards. Cost effectiveness should be taken into consideration when choosing between therapeutic alternatives. Personal observations should not be used as justification for selecting a medication, nor should selection be based on sales figures of a medicine’s popularity in the market.""
	
	""This indicator should be based on proceedings or minutes of the selection committee, rather than the required information for a dossier submission for marketing authorization. This demonstrates that the data are actually used in the decision making process, rather than requested for the application and then ultimately disregarded during actual medicine selection.""","Reports and minutes of committee meetings on selection of medicines","Yes/No","Countries should use and weigh all of this information when completing medicine selection processes.","Annually","","","http://apps.who.int/medicinedocs/documents/s19592en/s19592en.pdf (see page 15)
URL:	http://www.merckmanuals.com/home/drugs/overview-of-drugs/drug-effectiveness-and-safety"
